pl_name,score_mean,score_std,rank_median,rank_p05,rank_p95,top10_probability
Kepler-425 b,0.350475,0.017856359487541055,2308.5,2002.0,2347.05,0.0
K2-97 b,0.33749999999999997,0.0,2309.5,2282.0,2340.0,0.0
HD 50554 b,0.2766,0.07478385688436376,2310.0,2261.0,3838.05,0.0
Kepler-245 d,0.34402,0.015830059430183025,2311.0,1975.95,2342.0,0.0
Kepler-167 e,0.33749999999999997,0.0,2312.0,2285.0,2342.05,0.0
Kepler-428 b,0.34875,0.017201869334965748,2313.0,2007.0,2348.0,0.0
Kepler-46 b,0.35017499999999996,0.017756335486237028,2314.0,2006.95,2350.05,0.0
Kepler-305 d,0.34497999999999995,0.020912298976846003,2316.0,1993.75,2346.05,0.0
Kepler-26 b,0.33486999999999995,0.017249004502075616,2317.0,2289.0,2354.1499999999996,0.0
Kepler-26 c,0.33743999999999996,0.022026500708622186,2318.0,2287.95,2355.0,0.0
Kepler-32 d,0.34573,0.05621599038663558,2320.0,821.0,3265.05,0.0
Kepler-49 b,0.36194,0.05084345103379643,2321.0,820.85,2353.05,0.0
Kepler-444 b,0.33809999999999996,0.004710028528307991,2323.0,2294.95,2353.05,0.0
Kepler-1712 b,0.35219,0.062133525975114276,2324.5,1356.0,3738.05,0.0
OGLE-TR-111 b,0.34814999999999996,0.022874636565331338,2325.0,2039.0,2364.0,0.0
Kepler-45 b,0.32939999999999997,0.02330184438845575,2327.0,2299.0,3268.0,0.0
Kepler-83 b,0.36501,0.054637169954906764,2327.5,828.9,2362.05,0.0
Kepler-80 b,0.3439999999999999,0.02836121854636839,2329.0,2213.250000000004,2360.0,0.0
K2-419 A b,0.3048,0.037228778705832584,2330.0,2286.0,3209.0,0.0
Kepler-80 c,0.34114,0.021467932930037254,2331.0,2298.0,2361.0,0.0
Kepler-249 d,0.376,0.054462669460185846,2332.0,590.75,2373.05,0.0
Kepler-91 b,0.33749999999999997,0.0,2334.0,2307.95,2364.0,0.0
TOI-2525 b,0.343275,0.013549134033809418,2334.5,2075.0,2366.0,0.0
TOI-2525 c,0.343125,0.01340358860062296,2335.0,2081.0,2367.05,0.0
NGTS-6 b,0.33749999999999997,0.0,2335.0,2308.95,2365.0,0.0
HD 106270 b,0.43123951154872286,0.12155394775187506,2337.0,27.0,2379.0,0.004
OGLE-TR-113 b,0.33749999999999997,0.0,2337.0,2310.95,2366.05,0.0
Kepler-560 b,0.43346682944947673,0.12860710459487273,2337.5,15.0,2376.0,0.014
Kepler-445 b,0.3677,0.04780722813680215,2338.0,910.0,2374.05,0.0
K2-264 b,0.35061000000000003,0.038813539928271544,2340.0,1351.95,2382.05,0.0
TOI-3261 b,0.33824999999999994,0.005255257888148014,2340.0,2310.0,2369.0,0.0
TOI-4377 b,0.33749999999999997,0.0,2341.0,2314.0,2370.05,0.0
TOI-5218 b,0.33749999999999997,0.0,2342.0,2315.0,2372.0,0.0
TOI-5616 b,0.33749999999999997,0.0,2343.0,2316.0,2373.0,0.0
TOI-5634 A b,0.33674999999999994,0.007469879396375337,2344.0,2317.0,2376.05,0.0
HD 108236 d,0.3638,0.05707955984680165,2346.0,852.0,2381.0,0.0
K2-150 b,0.33313,0.03271228036339177,2346.0,1372.95,2383.05,0.0
Kepler-732 b,0.33219,0.023750411872813015,2352.0,2319.0,2387.0,0.0
HD 108236 e,0.33,0.0,2356.0,2329.0,2386.0,0.0
HD 44219 b,0.39788658050362835,0.09718939931338996,2356.5,124.95,2394.05,0.0
Kepler-166 b,0.376695,0.08709382954773878,2356.5,330.0,3211.05,0.0
HD 118203 c,0.3294,0.009477322368610083,2357.5,2330.0,2388.0,0.0
HD 125612 d,0.33,0.0,2358.0,2331.0,2388.0,0.0
HD 126614 b,0.33,0.0,2359.0,2332.0,2389.0,0.0
HD 143361 b,0.33,0.0,2361.0,2333.95,2391.0,0.0
HD 132406 b,0.32758148225530287,0.05602576220653209,2361.0,2321.0,3884.1,0.0
HD 224538 b,0.30784367425565784,0.1290257226625466,2362.5,137.0,3902.05,0.002
HD 196050 b,0.3294,0.00947732236861009,2363.0,2335.95,2393.05,0.0
HD 13908 c,0.3309348947727151,0.019524837429536666,2364.0,2171.95,2445.1499999999996,0.0
HD 219828 c,0.33,0.0,2364.5,2337.95,2394.0,0.0
HD 27631 b,0.33,0.0,2366.0,2339.0,2396.0,0.0
HD 28254 b,0.33,0.0,2367.0,2340.0,2397.0,0.0
HD 30177 b,0.329925,0.0016770509831248433,2368.0,2341.0,2398.05,0.0
HD 183263 c,0.29640000000000005,0.06260094053215993,2368.0,2339.0,3895.05,0.0
Kepler-250 d,0.364865,0.09052172468684276,2368.5,396.0,3264.0,0.0
K2-189 c,0.37895999999999996,0.06505676879720253,2369.0,868.95,2422.05,0.0
HD 66428 b,0.32594999999999996,0.023986939081362308,2371.0,2343.95,2405.05,0.0
TOI-2084 b,0.28128000000000003,0.06358614625837915,2372.0,2332.0,3764.05,0.0
HD 217786 b,0.28590000000000004,0.06840722986787574,2372.5,2341.0,3900.0,0.0
HD 73267 b,0.33,0.0,2373.0,2346.0,2403.0,0.0
HD 72659 b,0.3123,0.048439682137801254,2374.0,2345.0,3893.05,0.0
HD 88133 b,0.33,0.0,2374.5,2347.95,2405.0,0.0
Kepler-225 c,0.35035000000000005,0.03724784966423186,2375.0,1530.95,2417.0,0.0
Kepler-1783 b,0.36535,0.08830117039647191,2376.0,351.95,3241.0,0.0
Kepler-405 b,0.36327,0.11215520353224236,2379.0,435.0,4106.0,0.0
HD 68402 b,0.2895,0.06666061261756524,2380.0,2348.0,3901.05,0.0
Kepler-1777 b,0.3737,0.09087257920463461,2384.0,338.95,2617.0,0.0
Kepler-1832 b,0.36491,0.08697411046848114,2384.0,348.0,3234.05,0.0
HD 23596 b,0.2661,0.07424833756564878,2386.0,2346.0,3902.05,0.0
Kepler-341 d,0.34648,0.11783794449295458,2387.5,415.0,4102.0,0.0
HD 214823 b,0.38923141416981977,0.11337788602298557,2388.0,77.80000000000007,2421.05,0.0
K2-197 b,0.36388,0.06303246610729371,2389.0,872.0,2425.0,0.0
GJ 414 A b,0.38362,0.0887304445135216,2390.5,146.0,2440.0,0.0
AU Mic b,0.33975,0.037167867853854654,2393.0,1715.0,2435.0,0.0
HD 74156 c,0.26580000000000004,0.07429265641767825,2394.0,2351.95,3906.0,0.0
Kepler-1967 b,0.382345,0.09072776051493886,2397.0,543.0,3075.0,0.0
K2-58 b,0.34677500000000006,0.06380775606827858,2398.0,879.95,3083.0,0.0
K2-37 c,0.33762000000000003,0.04933359105531265,2398.0,881.0,2428.05,0.0
Kepler-308 c,0.35584000000000005,0.11011514469036641,2399.0,406.0,4098.0,0.0
HIP 67522 b,0.315,0.0,2399.0,2373.0,2427.0,0.0
Kepler-165 b,0.36496,0.09354008710596533,2399.5,331.95,3234.0,0.0
HIP 67522 c,0.315,0.0,2400.0,2374.0,2428.0,0.0
Kepler-1926 b,0.36801,0.09408117471029862,2401.5,365.95,3247.05,0.0
K2-70 b,0.330735,0.07109328932165926,2402.0,882.95,3907.1,0.0
Kepler-1885 b,0.32747000000000004,0.05122129774503348,2404.0,1105.65,2645.0,0.0
K2-53 b,0.324305,0.04775133353854549,2405.0,888.0,3083.0,0.0
TOI-451 c,0.315,0.0,2405.0,2379.95,2434.0,0.0
Kepler-1785 b,0.32258000000000003,0.03760814199996295,2406.0,2276.3000000000034,2620.05,0.0
TOI-451 d,0.315,0.0,2406.0,2380.95,2435.0,0.0
CoRoT-7 c,0.30315000000000003,0.01745169399360682,2406.0,2372.95,3071.0,0.0
Kepler-171 c,0.372015,0.0892294854695145,2407.0,336.95,2598.0,0.0
WASP-148 c,0.315,0.0,2407.0,2382.0,2436.05,0.0
55 Cnc b,0.3102,0.009703004513715658,2408.0,2276.0,2437.0,0.0
HD 190984 b,0.2777627600294044,0.08430125828770332,2408.0,2365.95,3919.0,0.0
55 Cnc c,0.310125,0.00957759550572809,2409.0,2274.9,2439.05,0.0
2MASS J01225093-2439505 b,0.3075,0.0,2409.0,2383.0,2437.1,0.0
55 Cnc d,0.309375,0.008181120734529338,2410.0,2361.1000000000004,2439.0,0.0
Kepler-1697 b,0.36851999999999996,0.08853041776553115,2414.0,541.95,3087.05,0.0
BD+05 4868 A b,0.3075,0.0,2414.0,2388.0,2442.05,0.0
BD-17 63 b,0.3075,0.0,2415.0,2389.0,2443.05,0.0
GJ 3470 b,0.3183,0.02635810120243858,2415.5,1733.95,2446.0,0.0
TOI-4438 b,0.36157999999999996,0.0641403271205117,2416.5,902.0,2456.0,0.0
COCONUTS-2 b,0.3075,0.0,2417.0,2391.0,2445.05,0.0
GJ 436 b,0.316125,0.02412645948112129,2418.0,1733.9,2449.05,0.0
GJ 1214 b,0.3075,0.0,2418.0,2392.0,2446.05,0.0
BD-210397 c,0.30165,0.020133012103326846,2418.0,2391.0,3411.1,0.0
K2-73 b,0.35431999999999997,0.08162268143260477,2418.5,915.0,3980.25,0.0
TOI-1266 b,0.35425,0.06319552871603654,2419.0,890.0,2454.0,0.0
GJ 414 A c,0.31433999999999995,0.03439156815150831,2419.0,2379.6,2448.05,0.0
Kepler-1935 b,0.317205,0.03324395879845217,2421.0,2361.95,2656.0,0.0
HD 15906 c,0.3075,0.0,2422.0,2397.0,2451.0,0.0
HD 63454 b,0.3075,0.0,2423.0,2398.0,2452.0,0.0
Kepler-308 b,0.35012,0.1109062034871985,2423.5,405.0,4097.0,0.0
Kepler-1275 b,0.32520000000000004,0.08049794928865803,2424.0,1002.95,4008.0,0.0
HD 87883 b,0.3075,0.0,2424.0,2399.0,2453.0,0.0
HIP 54597 b,0.3075,0.0,2425.0,2400.0,2454.0,0.0
HIP 66074 b,0.3075,0.0,2426.0,2401.0,2455.0,0.0
K2-25 b,0.3075,0.0,2427.0,2402.0,2456.05,0.0
TOI-1231 b,0.3075,0.0,2431.0,2405.0,2459.0,0.0
TOI-2015 b,0.3075,0.0,2432.0,2406.95,2460.0,0.0
Kepler-1033 b,0.36348,0.0678224843157305,2432.5,921.0,2482.0,0.0
TOI-3884 b,0.3075,0.0,2434.0,2408.0,2462.0,0.0
kap CrB b,0.33025914025665043,0.07053948325979273,2436.0,465.5000000000008,2465.0,0.0
TOI-674 b,0.3075,0.0,2436.5,2411.0,2463.05,0.0
Kepler-1003 b,0.34752000000000005,0.09198027147536234,2438.0,193.95,2941.0,0.0
eps Ind A b,0.3075,0.0,2438.0,2412.0,2465.0,0.0
Kepler-1101 b,0.36257500000000004,0.06951057700545477,2440.0,936.0,2508.1,0.0
nu Oct A b,0.3075,0.0,2440.0,2413.95,2467.0,0.0
nu Oph c,0.3131102691902854,0.03640356656698795,2441.0,2411.0,2468.05,0.0
nu Oph b,0.3075,0.0,2441.0,2414.95,2468.0,0.0
K2-181 b,0.30642500000000006,0.028427947012450352,2443.0,2320.800000000004,2472.0,0.0
Kepler-1043 b,0.35382,0.06409542922936229,2447.0,925.95,2487.0,0.0
Kepler-1018 b,0.34836,0.06289691920030566,2447.0,922.95,2482.0,0.0
K2-195 b,0.30000000000000004,0.0,2447.0,2421.0,2475.0,0.0
K2-204 b,0.2982,0.01634914643577323,2448.0,2422.0,2478.0,0.0
Kepler-1060 b,0.35214000000000006,0.08569894408938813,2448.5,926.0,3989.05,0.0
Kepler-1066 b,0.350115,0.0941866047164671,2449.0,923.0,4000.05,0.0
K2-225 b,0.29962500000000003,0.003734939698187675,2449.0,2423.0,2478.05,0.0
Kepler-1023 b,0.34126500000000004,0.06051476140327572,2450.0,925.0,2487.0,0.0
K2-272 b,0.30745500000000003,0.03293447790187873,2450.0,938.9,2482.0,0.0
K2-271 b,0.30000000000000004,0.0,2450.0,2424.0,2478.0,0.0
K2-193 b,0.27720000000000006,0.05390706766174333,2450.0,2421.0,3998.0,0.0
K2-7 b,0.29790000000000005,0.0176412138145225,2453.0,2427.0,2483.0,0.0
Kepler-1116 b,0.36434000000000005,0.06884798100872641,2453.5,937.0,2502.0,0.0
Kepler-1011 b,0.32460500000000003,0.05298274074293688,2454.0,924.0,2496.1,0.0
KOI-142 c,0.30000000000000004,0.0,2454.0,2429.0,2482.0,0.0
Kepler-1001 b,0.31034,0.03585883590169163,2455.0,938.0,2484.0,0.0
KOI-217 b,0.29985,0.0023693305921525256,2455.5,2430.0,2483.05,0.0
TOI-620 b,0.27359999999999995,0.03736418290727976,2456.0,2416.0,3442.0,0.0
Kepler-1036 b,0.32256000000000007,0.049747321455370475,2459.0,932.0,2489.0,0.0
Kepler-1698 b,0.294325,0.01906131008310206,2459.5,2404.0,3095.05,0.0
Kepler-110 c,0.34554,0.09522838489957267,2461.5,933.95,4001.05,0.0
Kepler-104 c,0.31502,0.04214917206079879,2462.0,936.95,2491.0,0.0
Kepler-1016 c,0.28578000000000003,0.05417620993985176,2462.0,2429.0,4000.0,0.0
Kepler-1077 b,0.34276000000000006,0.07906253327801148,2462.5,889.400000000002,2511.2999999999997,0.0
Kepler-1102 b,0.35178000000000004,0.06653634925018868,2463.0,938.0,2503.05,0.0
K2-188 c,0.24118000000000003,0.07461059631288533,2463.0,2423.95,4005.0,0.0
Kepler-104 d,0.30572000000000005,0.02668906540935536,2464.0,2428.0,2493.0,0.0
Kepler-1211 b,0.36434000000000005,0.06777722260322867,2464.5,967.0,2515.0,0.0
Kepler-1045 b,0.31822500000000004,0.047075408262980074,2465.0,939.0,2499.0,0.0
Kepler-1065 b,0.29877000000000004,0.030492978593226538,2470.0,2443.0,2507.0,0.0
Kepler-1052 b,0.29590000000000005,0.08685203827836287,2470.5,937.95,4006.05,0.0
Kepler-1099 b,0.32774000000000003,0.06029895794006155,2472.0,942.0,2509.05,0.0
Kepler-1085 c,0.31626000000000004,0.06841618191550732,2472.0,941.0,3996.1,0.0
Kepler-1041 b,0.28224,0.0927954977831232,2472.0,936.0,4009.0,0.0
Kepler-1068 b,0.29868000000000006,0.060910407612418914,2472.5,947.0,4002.0,0.0
Kepler-1038 b,0.29082,0.025824628222797158,2473.0,2435.9,3211.05,0.0
Kepler-1273 b,0.36098,0.06564646614277167,2475.0,984.0,2521.0,0.0
Kepler-1118 b,0.32147000000000003,0.08572462611785536,2475.5,943.95,4005.0,0.0
Kepler-1129 c,0.33058000000000004,0.0744132936816608,2476.0,952.0,3997.1499999999996,0.0
Kepler-1090 c,0.304215,0.029514631998451314,2476.0,2436.35,3176.05,0.0
Kepler-1307 b,0.36104,0.0882887774093223,2476.5,249.95,2959.1499999999996,0.0
Kepler-1080 b,0.28996000000000005,0.09882069347519183,2478.5,939.9,4010.0,0.0
Kepler-1176 b,0.33986,0.09898396866212329,2479.0,233.8,4013.0,0.0
Kepler-1113 b,0.31410000000000005,0.10138415800799444,2479.0,213.95,4011.05,0.0
Kepler-1134 b,0.325965,0.06221392464585141,2481.5,957.95,3211.05,0.0
Kepler-1129 b,0.30564,0.06856232189743823,2482.0,959.95,4006.0,0.0
Kepler-1128 b,0.301595,0.015587797595161901,2482.0,2455.0,2510.0,0.0
Kepler-1182 b,0.329745,0.10904324065096066,2482.5,223.95,4020.0,0.0
Kepler-1272 b,0.34356,0.10221654878585645,2483.0,242.0,4020.0,0.0
Kepler-1147 b,0.31832,0.10500490302513801,2484.0,224.95,4013.0,0.0
Kepler-1183 b,0.326685,0.06787294563002987,2485.0,967.0,2927.1499999999996,0.0
Kepler-1204 b,0.32994000000000007,0.07538675431036208,2487.0,966.0,2937.25,0.0
Kepler-1172 b,0.3036750000000001,0.022426273665078683,2487.0,2453.0,2515.0,0.0
Kepler-119 b,0.32733500000000004,0.06838961583536066,2487.5,953.0,2566.0999999999835,0.0
Kepler-1202 b,0.32662,0.08947618440205361,2488.0,916.150000000002,4011.1499999999996,0.0
Kepler-1175 b,0.30442,0.023583382961394825,2488.0,2453.0,2515.05,0.0
Kepler-1044 b,0.27942,0.10275300462721196,2488.0,930.0,4008.05,0.0
Kepler-1119 b,0.33832,0.09835917167863203,2491.0,211.0,4003.0,0.0
Kepler-1237 b,0.32525500000000007,0.051849776022149706,2493.0,987.0,2524.0,0.0
Kepler-143 b,0.35108000000000006,0.09276013413622215,2493.5,291.9,4021.0,0.0
Kepler-1097 b,0.28451000000000004,0.019627924261664657,2495.0,2456.0,3214.0,0.0
Kepler-1057 b,0.25484500000000004,0.09316005617824771,2495.5,943.95,4013.0,0.0
Kepler-1299 b,0.32929,0.05820391990738395,2497.0,997.95,2528.05,0.0
Kepler-1241 b,0.321305,0.061215227543204714,2498.0,984.95,3218.0,0.0
Kepler-115 c,0.28990000000000005,0.10029510564545441,2498.0,959.0,4016.0,0.0
Kepler-1369 b,0.3406,0.06815372227339776,2499.0,1010.0,2537.0,0.0
Kepler-1325 b,0.32958000000000004,0.05497698188400437,2501.0,1004.0,2531.05,0.0
Kepler-1294 b,0.30392,0.053628216184600834,2501.0,1007.0,4011.0,0.0
Kepler-118 c,0.29446500000000003,0.04154610008007642,2501.0,1487.65,3217.0,0.0
Kepler-133 c,0.33208000000000004,0.05697161688297531,2502.0,1002.0,2532.0,0.0
Kepler-130 c,0.30586,0.03132767540838269,2502.0,1047.9,2530.0,0.0
Kepler-1085 b,0.22858000000000003,0.07776038164713321,2502.5,2452.0,4016.0,0.0
Kepler-1187 b,0.29442,0.10254997120031956,2503.0,970.0,4022.0,0.0
Kepler-1333 b,0.325735,0.05283019339040254,2504.0,1009.0,2534.0,0.0
Kepler-1311 d,0.30106000000000005,0.014666513328888119,2504.0,2476.95,2531.05,0.0
Kepler-1184 b,0.28804,0.09688618201027975,2504.0,969.95,4021.0,0.0
Kepler-1419 b,0.32874000000000003,0.07674628580439273,2505.0,1018.9,4018.05,0.0
Kepler-1411 b,0.32880000000000004,0.05446552107500616,2506.0,1023.0,2537.0,0.0
Kepler-1453 b,0.342,0.06160836941816206,2507.0,1023.95,2540.0,0.0
Kepler-142 c,0.32948,0.060137864323992214,2508.0,1021.0,2541.0,0.0
Kepler-1316 b,0.28114000000000006,0.05645240604523949,2508.0,2477.9,4024.0,0.0
Kepler-1458 b,0.33988500000000005,0.06086220247724163,2509.0,1026.95,2544.0,0.0
Kepler-1230 b,0.27842,0.0957770854651591,2509.0,985.0,4023.05,0.0
Kepler-153 c,0.36515000000000003,0.09052481418908256,2510.0,295.0,3219.0,0.0
Kepler-1447 b,0.32508000000000004,0.056229147548830356,2511.0,1021.0,2542.0,0.0
Kepler-143 c,0.28978000000000004,0.07949585386397914,2516.0,1033.0,4030.05,0.0
Kepler-1451 b,0.29796500000000004,0.062173969472440145,2517.0,1036.0,4025.05,0.0
Kepler-1469 b,0.324425,0.05263099769943253,2520.0,1036.0,2553.05,0.0
Kepler-250 c,0.360545,0.09237847715286371,2520.5,389.0,3263.0,0.0
Kepler-1468 d,0.30586,0.0313276754083827,2521.0,1071.6,2549.0,0.0
Kepler-1462 b,0.29106000000000004,0.055732293844362,2521.0,2479.95,4030.05,0.0
Kepler-1405 b,0.25938000000000005,0.07539751435120845,2522.0,2480.95,4034.0,0.0
Kepler-150 d,0.33536,0.05790662098160288,2524.0,1039.9,2556.0,0.0
Kepler-146 c,0.27696000000000004,0.08114880564318011,2524.0,1039.85,4035.0,0.0
Kepler-150 f,0.37252764250348697,0.11962174051555698,2525.0,33.80000000000001,2557.0,0.006
Kepler-153 b,0.34751,0.08153539686469775,2525.0,298.0,3218.0,0.0
Kepler-1486 b,0.32544,0.10374745041172757,2525.0,1024.95,4033.0,0.0
Kepler-1490 b,0.321545,0.053928582951142306,2526.0,1044.95,3200.0,0.0
Kepler-1487 c,0.30308,0.023580196167602274,2526.0,2494.0,2551.05,0.0
Kepler-148 c,0.32269,0.07375037040089043,2526.5,305.8,3228.0,0.0
Kepler-1548 b,0.35354,0.06720641192332184,2527.0,1047.0,2564.05,0.0
Kepler-1530 d,0.34141000000000005,0.08835723457535101,2527.0,297.95,2985.7999999999893,0.0
Kepler-149 b,0.298835,0.009276442192970268,2527.0,2501.0,2561.05,0.0
Kepler-1407 b,0.31808000000000003,0.10433256523414286,2528.0,964.500000000002,4029.0,0.0
Kepler-1494 b,0.31658000000000003,0.04393591160608043,2528.0,1054.95,2554.0,0.0
Kepler-149 d,0.30062000000000005,0.016786278870453468,2528.0,2497.95,2561.05,0.0
Kepler-1467 b,0.29070000000000007,0.0162106622672328,2528.0,2497.0,3225.0,0.0
Kepler-151 b,0.33821500000000004,0.07585518633282211,2529.0,298.95,3213.0,0.0
Kepler-146 b,0.25888000000000005,0.07546479623600584,2529.0,2487.0,4039.0,0.0
Kepler-1538 b,0.34040000000000004,0.06815519246925389,2530.0,1043.0,2563.05,0.0
Kepler-150 e,0.31508,0.04167093151186005,2530.0,1056.0,2558.05,0.0
Kepler-150 c,0.30312000000000006,0.019916297794411262,2530.0,2500.0,2557.0,0.0
Kepler-154 c,0.3276,0.054554490051411296,2534.0,1052.0,2564.05,0.0
Kepler-1519 b,0.29910000000000003,0.011595642191602484,2535.0,2509.0,2563.0,0.0
Kepler-164 d,0.34840000000000004,0.08899032844705215,2537.0,1057.9,4039.1,0.0
Kepler-1255 b,0.30310000000000004,0.10286180584747871,2537.5,976.0,4023.0,0.0
Kepler-1567 b,0.33314000000000005,0.06119992861535906,2538.0,1057.0,2573.0,0.0
Kepler-1562 b,0.32202000000000003,0.053323600898904554,2540.0,1056.95,2569.0,0.0
Kepler-154 d,0.2997,0.00670820393249937,2540.5,2513.95,2567.0,0.0
Kepler-1685 b,0.36425,0.08414108356734995,2543.0,329.0,2588.0,0.0
Kepler-162 c,0.32530000000000003,0.10180195123154115,2543.0,330.0,4044.0,0.0
Kepler-1546 b,0.30170500000000006,0.07039151515496468,2543.0,1058.0,4037.05,0.0
Kepler-1691 b,0.32862,0.1179122648599747,2545.5,334.95,4051.0,0.0
Kepler-160 c,0.2997,0.003344004295669932,2546.0,2519.0,2572.1,0.0
Kepler-1613 b,0.33808000000000005,0.10069056947680413,2546.5,346.8,4039.0,0.0
Kepler-160 d,0.2997,0.003344004295669931,2547.0,2520.0,2573.1,0.0
Kepler-1739 b,0.35998,0.07798694459365689,2548.0,1072.9,2981.0,0.0
Kepler-164 c,0.32180000000000003,0.0826584832288822,2550.0,1066.0,4042.05,0.0
Kepler-1625 b,0.29640000000000005,0.022980343608936082,2550.0,2523.0,2581.0,0.0
Kepler-1545 b,0.30428000000000005,0.05161792732027977,2550.5,1070.0,3235.05,0.0
Kepler-1634 b,0.31183500000000003,0.04001715908259956,2551.0,1073.0,2585.05,0.0
Kepler-1627 b,0.29977000000000004,0.009791007489288859,2551.0,2523.0,2580.1,0.0
Kepler-1675 b,0.34944,0.07589734655723383,2551.5,337.0,2586.05,0.0
Kepler-1726 b,0.356045,0.06678541051093592,2553.0,1073.0,3217.1,0.0
Kepler-1696 b,0.34998,0.07501101856268595,2553.0,365.9,2590.05,0.0
Kepler-1642 c,0.328985,0.06257646444795048,2553.0,1069.95,3231.05,0.0
Kepler-1635 b,0.30590500000000004,0.027328321377256173,2553.0,2511.9,2579.0,0.0
Kepler-1636 b,0.30464,0.06759295833170836,2553.0,1073.0,4038.05,0.0
Kepler-1690 b,0.353495,0.08048931316683057,2554.0,338.0,3202.45,0.0
Kepler-1674 b,0.34087,0.07437022226617207,2556.0,334.9,2589.05,0.0
Kepler-1668 b,0.32294500000000004,0.0587012021791253,2557.0,1058.85,2586.0,0.0
Kepler-1670 b,0.3196,0.078983014840322,2557.0,1066.9,4039.05,0.0
Kepler-1678 b,0.3338,0.06698158751576633,2558.0,344.95,2589.0,0.0
Kepler-164 e,0.28136,0.05026333859198797,2558.0,2528.0,4045.0,0.0
Kepler-1667 b,0.29994000000000004,0.025797818801399072,2560.0,2528.0,2587.05,0.0
Kepler-1550 b,0.2651,0.09072735478240081,2560.0,1062.0,4048.0,0.0
Kepler-1758 b,0.36940000000000006,0.07712026368043795,2561.0,343.95,2611.0,0.0
Kepler-1642 b,0.29559,0.02310182435603635,2561.0,2527.95,3229.05,0.0
Kepler-1720 b,0.35244,0.08147252263117775,2562.0,339.0,2601.0,0.0
Kepler-172 e,0.3465,0.06419495294778195,2564.0,1072.0,2598.0,0.0
Kepler-1682 b,0.30522000000000005,0.05138465106166877,2564.0,1086.0,3235.0,0.0
Kepler-1765 b,0.36599,0.09089647539083645,2566.0,339.0,2629.1,0.0
Kepler-1722 b,0.34871,0.07504848733253586,2567.0,351.0,2604.0,0.0
Kepler-170 c,0.30260000000000004,0.01821822734557976,2568.0,2537.0,2594.0,0.0
Kepler-172 c,0.3290600000000001,0.05463777973113379,2568.5,1077.0,2600.0,0.0
Kepler-1718 b,0.31562000000000007,0.04790830838199198,2570.0,1085.95,2598.0,0.0
Kepler-1710 b,0.30754000000000004,0.030417080688244728,2570.0,1111.8,2596.0,0.0
Kepler-1600 b,0.28468,0.023923676234415527,2570.0,2525.0,3240.0,0.0
Kepler-1719 b,0.30594000000000005,0.028680333384500458,2572.0,2527.8,2599.0,0.0
Kepler-1776 b,0.36198,0.0914253618728806,2572.5,341.95,2634.4999999999995,0.0
Kepler-1740 b,0.34366,0.07343288894192239,2574.5,345.0,2606.0,0.0
Kepler-1748 b,0.3488,0.09823369951009112,2575.0,341.0,4049.0,0.0
Kepler-1829 b,0.34923000000000004,0.06742606802490114,2575.5,1095.0,3244.05,0.0
Kepler-1709 b,0.26400000000000007,0.06412662823584131,2576.0,2544.0,4054.0,0.0
Kepler-184 b,0.35418,0.1038436063952825,2576.5,347.0,4065.0,0.0
Kepler-1772 b,0.35932,0.08179314051723002,2577.0,341.0,2614.0,0.0
Kepler-1721 b,0.30387500000000006,0.03856353416551276,2578.0,1099.95,3233.1,0.0
Kepler-1732 b,0.30934000000000006,0.03846978357746496,2579.0,1101.85,2608.0,0.0
Kepler-1792 b,0.35645499999999997,0.08733800047891697,2579.5,348.0,3241.0,0.0
Kepler-1727 b,0.30115000000000003,0.03588003977853172,2582.0,1464.750000000001,3236.0,0.0
Kepler-1770 b,0.34309500000000004,0.06738278232388008,2584.0,1075.95,2616.0,0.0
Kepler-1750 b,0.31812000000000007,0.05489346212773183,2584.0,1076.8,2612.05,0.0
Kepler-178 c,0.35172000000000003,0.08474228052286785,2584.5,345.0,2630.1,0.0
Kepler-178 b,0.34673000000000004,0.08473749456982983,2584.5,346.95,2973.1,0.0
Kepler-1767 b,0.34076500000000004,0.07843807965318472,2585.0,354.95,3235.0,0.0
Kepler-1779 b,0.34724,0.07432786599470383,2586.0,352.95,2619.0,0.0
Kepler-1747 b,0.30456500000000003,0.035474500071327575,2586.0,1123.5,3230.0,0.0
Kepler-1789 b,0.358125,0.08316025571907847,2587.0,342.0,2624.0,0.0
Kepler-1784 b,0.350615,0.07591135846292944,2588.0,353.0,2633.05,0.0
Kepler-1946 b,0.31416000000000005,0.017554507154656486,2588.5,2366.95,2660.0,0.0
Kepler-1752 b,0.29951000000000005,0.018964551363447373,2589.0,2558.95,3218.05,0.0
Kepler-173 c,0.29952000000000006,0.11717007832424202,2591.0,341.95,4060.0,0.0
Kepler-1919 b,0.37523,0.08487124575916992,2592.0,360.9,2652.0,0.0
Kepler-1801 b,0.35478000000000004,0.09123156249890704,2592.0,346.0,2982.05,0.0
Kepler-1780 b,0.33411,0.07048843976341478,2592.0,349.95,2628.0,0.0
Kepler-1757 b,0.31031,0.05111118866955092,2592.0,1097.0,3242.0,0.0
Kepler-1728 b,0.31074,0.06024417915653336,2593.5,1094.95,3243.0,0.0
Kepler-178 d,0.32332000000000005,0.07388806732474444,2594.0,357.95,2663.1999999999853,0.0
Kepler-1775 b,0.30314,0.03595728371978352,2594.0,2552.85,2624.0,0.0
Kepler-1808 b,0.348235,0.0748771356683185,2595.0,355.0,2630.0,0.0
Kepler-180 c,0.338935,0.08932671380162366,2595.0,346.0,4056.1,0.0
